title,bedrooms,price,post_time,location
Prime Greenpoint 2BR aparrment RENOVATED,2,4200.0,1/12,brooklyn
-----NO FEE------LUX 1 BED-----WATERFRONT LIC------FULL SERVICE BUILDI,1,3535.0,1/12,other
"*MASSIVE ""2 BR."" LOFT 16 FT. CEILING / LENOX HILL EAST 63 ST. & 2 AV.",2,3850.0,1/12,other
No Fee Luxury 1 Bed 1 Bath in Upper East Side,1,3700.0,1/12,other
BRAND NEW LARGE 3 BEDROOM. HASA CITYFHEPS WELCOME,3,3200.0,1/12,other
1 Bed 1 Bath//Laundry// Backyard//dishwasher BUSHWICK!! **NO FEE**,1,2450.0,1/12,buschwick
Magnificent 2 bed/2 Bath Duplex with private terrace in Crown Heights!,2,3000.0,1/12,brooklyn
"NO FEE 2 Bedroom with Home Office, Private Outdoor Space, Washer/Dryer",2,2923.0,1/12,brooklyn
Large brand new 3 bedroom 2 bathrooms. Hasa CityFheps welcome,3,3000.0,1/12,other
1BEDROOM MIDTOWN LUXURY HIGHRISE $3200,1,3200.0,1/12,other
HUGE 4 BED 2 BATH w/d in unit NO FEE!,4,3300.0,1/12,bed stuy
3 Bed 2 Bath// W/d in bdlg***NO FEE**,3,3000.0,1/12,other
Newly renovated PROSPECT PARK NEABY 3 Bed 1 Bath P NO FEE,3,2950.0,1/12,other
SUNNY 1 BED 1 BATH IN PLG!!,1,2200.0,1/12,other
2 Bed 1 Bath PH + MASSIVE Private Roofdeck,2,3500.0,1/12,bed stuy
BEAUTIFUL 2 BED/1 BATH WITH PRIVATE ROOFTOP DECK!!!,2,2900.0,1/12,crown heights
Luxury 3 bedroom 2 bath. HASA welcome,3,3000.0,1/12,other
1 Bedroom Apartment,1,2250.0,1/12,other
1 Bed near Prospect Park! No Broker Fee!,1,2050.0,1/12,other
Beautiful 2 bed room apartment for rent in Jersey city,2,1700.0,1/12,other
Bright True 2BR Apt in Williamsburg + Dishwasher  + One Flight Up,2,2700.0,1/12,other
SPACIOUS 3 BED 1 BATH IN FLATBUSH!!,3,3100.0,1/12,other
Gorgeous newly renovated 2 bedroom/ 2 bath apartment in Crown Height!,2,3240.0,1/12,brooklyn
Gorgeous 3 Bedroom Apt with W/D Hookups - Available Now!,3,2250.0,1/12,other
Spacious 2 Bedroom Condo with Private Balcony and Garage Parking,2,2400.0,1/12,other
Beautiful 4 bedroom for rent in Bronx NY,4,3000.0,1/12,other
3 Bedroom // 1 bath // central ac heat // no fee,3,2800.0,1/12,buschwick
2 Bedroom apartment for rent  $1800,2,1800.0,1/12,other
Stunning New 2 Bed w/ Laundry in Prime Williamsburg! No Fee!,2,6825.0,1/12,other
Awesome 2 Bed Near the Park! No Fee!,2,3000.0,1/12,buschwick
Incredible Brand New Massive 2 Bed 2 Bath Downtown BK NO FEE,2,7500.0,1/12,other
**STUNNING 3 BED/ 1 BATH APARTMENT IN PRIME BUSHWICK*NO FEE**,3,2950.0,1/12,buschwick
Amazing 1 bedroom located in the hearth of the UWS,1,4494.0,1/12,other
Spacious 3 bed 1.5 duplex with a private backyard,3,3200.0,1/12,buschwick
Spacious 3 bed 1 bath furnished short term,3,3200.0,1/12,buschwick
1 Bed_High Ceilings_Exposed Brick_Fireplace_1st Fl,1,2600.0,1/12,other
2 Bedroom Box Apartment in Ridgewood,2,2399.0,1/12,other
Fully Renovated 2 Bedroom,2,2500.0,1/12,other
"$2,1oo XXL 1Bed 1Bath CONDO w/Elevator+Laundry+Dishwasher",1,2.0,1/12,other
MASSIVE 3 Bedroom with balcony and 1.5 baths!,3,3300.0,1/12,other
3BR NO_FEE_+_1_MONTH_FREE Apt in south park slope industry city,3,3975.0,1/12,other
**STUNNING 2 BED/ 1 BATH APT WITH AMENITIES IN EAST FLATBUSH**,2,2550.0,1/12,other
"2 BEDROOM, NEWLY RENOVATED",2,2100.0,1/12,other
Bright 3BR with private elevator on 27th Street in LIC!,3,4200.0,1/12,other
**GORGEOUS 2 BED/ 1 BATH APARTMENT IN BED-STUY*NO FEE**,2,2700.0,1/12,bed stuy
Stunning 4 bedroom / 2 bath Apartment for rent,4,3500.0,1/12,other
Newly Renovated 2 Bedroom Apt in Private Home,2,2500.0,1/12,other
Huge 3BR on 90th Street in Bay Ridge near R subway!,3,2700.0,1/12,brooklyn
3 bedrooms 2 baths fully renovated Bayridge 3 ave 79 street,3,2400.0,1/12,other
GORGEOUS NEW 2 BED WITH LAUNDRY IN THE UNIT!! large living room,2,2500.0,1/12,other
MODERN 4 BED FLAT IN PRIME RIDGEWOOD!! Gorgeous unit with skylights!,4,3675.0,1/12,other
🌟 2 Bed + Home Office! Prime Bushwick! $3200,2,3200.0,1/12,buschwick
🌟 Best 4 Bed on Market! Bushwick L/M Train! $3850,4,3850.0,1/12,buschwick
🌟 Huge Bedstuy 3 Bedroom! $2850,3,2850.0,1/12,bed stuy
🌟Massive Crown Heights 3 bed 2 bath! $3250!,3,3250.0,1/12,crown heights
🌟 Beautiful 2 Bedroom Apartment in Bushwick! $2800!,2,2800.0,1/12,buschwick
🌟 Stunning 1 Bedroom apartment W/D in-Unit! $2200,1,2200.0,1/12,other
🌟Awesome 3 bed 2 bath in Prime Bushwick! $3200!,3,3200.0,1/12,buschwick
🌟 Massive 3 Bedroom Apartment! Prospect Park! King sized room! $2950,3,2950.0,1/12,brooklyn
BRAND NEW HUGE 3 Bed/4 Full Bath duplex. PRIVATE BACKYARD!,3,3400.0,1/12,other
in the heart of brooklyn brand new 3 bedroom duplex apartment,3,3500.0,1/12,bed stuy
Huge apartment in a great location. All 3 bedrooms large.,3,3600.0,1/12,buschwick
Recently renovated 3 bedroom apartment.,3,3400.0,1/12,bed stuy
Gorgeous 2 beds in elevator building.,2,3288.0,1/12,buschwick
Chic 3BR with 1.5 Bath. Great setup for roommates with different budge,3,3400.0,1/12,buschwick
Spacious 3br apt - Lots of natural sunlight throughout,3,2800.0,1/12,crown heights
Huge apartment in a great location. All 3 bedrooms large.,3,3600.0,1/12,buschwick
"Spacious and affordable true 1bed available. roof deck, Paking!",1,3050.0,1/12,other
Gorgeous 3 bedroom apartment with 1.5 bathrooms Stainless steel applia,3,3000.0,1/12,other
Brand New 2 bed 1 bath with in unit washer and dryer,2,3400.0,1/12,crown heights
Large 1br in prime Bushwick,1,2800.0,1/12,buschwick
These newly renovated 2 Bedroom duplex has a large basement space,2,3599.0,1/12,buschwick
Spacious 3br duplex apt in great location - Large bedrooms!,3,3600.0,1/12,bed stuy
BRAND NEW HUGE 3 Bed/4 Full Bath duplex unit,3,3400.0,1/12,other
Huge 4br/2bath nestled in the heart of tree-lined Crown Heights.,4,3550.0,1/12,crown heights
Beautiful 4 bedroom in the heart of Crown Heights.,4,3400.0,1/12,crown heights
2.5 Bed Room Attic Apt - 270 E Prospect Ave,5,1850.0,1/12,other
Stunning Luxury Fort Greene 1 Bedroom,1,4925.0,1/12,other
2 Bed 1 Bath NO FEE,2,2500.0,1/12,crown heights
Renovated Large 2BR w/ New Kitchen By Brooklyn Museum & Park,2,2995.0,1/12,other
"*UNBEATABLE HUGE ""1 BR""  / GREAT PRICE & LAYOUT / WEST 37 ST. & 10 AV.",1,2450.0,1/12,other
BROWNSTONE 2 BED/2 BATH LAUNDRY IN UNIT,2,4035.0,1/12,other
*HUGE 3 BED 2 BATH IN PRIME BUSHWICK! SHARED YARD & LAUNDRY!*,3,3200.0,1/12,buschwick
Gorgeous 1237 sq ft 2 bed / 2 bath - Prime location in Elmsford,2,3760.0,1/12,other
GORGEOUS 3 BED 2 BATH IN CROWN HEIGHTS!! IN-UNIT W/D & PRIVATE BALCONY,3,3000.0,1/12,crown heights
Beautiful Brand New Prospects Heights 1 Bed NO FEE,1,3590.0,1/12,other
MASSIVE 4 BED 2 BATH IN GREAT BUSHWICK LOCATION! BIG ROOMS W/ NO FEE!,4,4000.0,1/12,buschwick
HUGE 3 BED 1.5 BATH DUPLEX IN BEDSTUY! PRIVATE YARD & SHARED LAUNDRY!,3,3500.0,1/12,bed stuy
Beautiful 2 bed/2 bath Brooklyn apartment available,2,3595.0,1/12,buschwick
Stunning Brand New Luxury Greenpoint 1 Bed,1,4415.0,1/12,other
Spacious 2 bedroom for rent in a prime neighborhood,2,1995.0,1/12,other
HUGE 3 bed/2 Bath apartment in Crown Heights! (Washer/Dryer in unit!),3,3200.0,1/12,brooklyn
3 bed/1 bath Flat with tons of Character in PRIME Greenpoint! (Rent stabilized),3,4615.0,1/12,brooklyn
Magnificent 2 bed/2 Bath Duplex with private terrace in Crown Heights!,2,3000.0,1/12,brooklyn
PRIME WILLIAMSBURG HUGE 2BR SUPER SUNNY KING SIZED PRE WAR CALL ASAP,2,3299.0,1/12,brooklyn
TRANQUIL SUN SWEPT WV 1 BED OASIS___PRIME LOCATION - A STEAL!,1,3995.0,1/12,other
1 Bed 1 Bath//Laundry// Backyard//dishwasher BUSHWICK!! **NO FEE**,1,2450.0,1/12,buschwick
3 Bed 2 Bath NO FEE,3,3000.0,1/12,brooklyn
SLEEK 3 Bed 1 Bath + Balcony,3,2850.0,1/12,other
2 Bed 2 Bath Duplex + Private roofdeck!!! No fre,2,2900.0,1/12,crown heights
Gorgeous 1 bedroom East Harlem (E108 & 2nd avenue)! Nov 1st move in!,1,2595.0,1/12,other
Newly Renovated 1 bedroom in Hells Kitchen with Rooftop! $2895! ASAP!,1,2895.0,1/12,other
** $400 PRICE DROP! ** WILL NOT LAST! 3 BEDROOM EAST 50th & Second Ave,3,5495.0,1/12,other
"2 Bedroom, UES (E100th), High Ceilings, Natural Light, No FEE!",2,3095.0,1/12,other
No FEE!! 1 Bedroom in LUXURY BUILDING IN ASTORIA! 🔥✨  Rare Location!,1,3200.0,1/12,other
MINT FLATIRON 1 BED + PRIVATE PATIO___ELEV/ LNDRY BLDG - RARE FIND!!!,1,3495.0,1/12,other
BRIGHT EV TRUE 2 BED OASIS___PRIME LOCATION - A STEAL!,2,3195.0,1/12,other
SUN LIT GV TRUE 1 BED OASIS___ELEV/ LNDRY BLDG - A STEAL!,1,3595.0,1/12,other
Ocean Hill MASSIVE 3 Bedroom,3,2600.0,1/12,brooklyn
Bright & Spacious 1 Bedroom Duplex,1,2800.0,1/12,brooklyn
1 Bedroom / 1 Bathroom,1,1700.0,1/12,other
Close to trains - 3 bedrooms/2 bath - north richmond hill,3,2500.0,1/12,other
Beautiful 2 bedrooms and HUGE FINISH BASEMENT,2,3400.0,1/12,buschwick
"1 Bedroom apartment Gramercy Park, 1 month free on a 13 month lease",1,5650.0,1/12,other
Huge 4 BedRms 2BathRms  Richmond  Terrace 1st 2nd 3rd FL SI NY 10301,4,3500.0,1/12,other
Awesome 3 bed 2 bathroom apartment Close To Maria Hernandez!,3,3200.0,1/11,brooklyn
"2BR DUPLEX near LIRR and #7Train,NEWkit/DISH,2BathsWASH/DRY,officeYARD",2,3000.0,1/11,other
🛑PROSPECT PARK🟢SUNNY LARGE 2BR/Laundry @B/Q/2/5Train,2,2399.0,1/11,other
😍Lovely 2.5 br unit on 🤫block,5,2495.0,1/11,other
PRIME WILLIAMSBURG HUGE 2BR SUPER SUNNY KING SIZED PRE WAR CALL ASAP,2,3299.0,1/11,brooklyn
"3BR,GRANITEkit,2fullBathsL-shapeDR/LR,WASHER/DRYER,C/AIR",3,2600.0,1/11,other
**PRIME BUSHWICK**2 BED/2 BATH**TERRACE**TRAINS**ELEVATOR,2,3600.0,1/11,buschwick
5 BEDROOM MASSIVE APARTMENT,5,-1.0,1/11,other
**CROWN HEIGHTS**3 BED/1 BATH**PRIVATE TERRACE**,3,3000.0,1/11,crown heights
**BUSHWICK**CHARMING 3 BED/1 BATH**LOTS OF SUNLIGHT**TRAINS**LAUNDRY**,3,2700.0,1/11,buschwick
4 Beds 2.5 Baths duplex apartment in hip Ridgewood,4,3800.0,1/11,other
RARE - 6 Bedroom Fully Furnished on Ludlow Street,6,10000.0,1/11,other
Beautiful 2 bed/2 bath Brooklyn apartment available,2,3595.0,1/11,buschwick
3 Bedroom Apartment,3,2600.0,1/11,other
2 bedroom near 7 train - NO CREDIT NO PROBLEM.,2,2250.0,1/11,other
2 Bedroom near 7 train - NO CREDIT NO PROBLEM.,2,2250.0,1/11,other
Renovated Large 2BR w/ New Kitchen By Brooklyn Museum & Park,2,2995.0,1/11,other
Large 1 Bedroom with New Kitchen Right By Prospect Park & B/Q Trains,1,2295.0,1/11,other
Large 2 Bedrooms with New Kitchen on Top Floor Overlooking the Park,2,2850.0,1/11,other
Nicely Renovated 1BR w/ New Kitchen in Prospect Heights,1,2595.0,1/11,other
25TH STREET AND 31TH AVE 3 BEDROOMS NEAR N Q  TRAIN AND 30MIN TO N Y C,3,2500.0,1/11,other
Large renovated 1 Bedroom apartment available in Midwood!!,1,1899.0,1/11,other
Renovated XL 2.5 Bed_Private Yard_Laundry_Private Entrance,5,2999.0,1/11,crown heights
Gut Renovated Jr 1 BR in Residential Flushing close to transport,1,1650.0,1/11,other
Small 3 Bedroom Apartment for rent,3,2550.0,1/11,other
NO FEE 1 Bed Midtown W & Private Roof Deck!!!,1,3399.0,1/11,other
1 bedroom,1,2400.0,1/11,other
MASSIVE 3 bed 2 bath in PRIME Crown Hights!! *in unit laundry* No fee,3,3200.0,1/11,brooklyn
HUGE GORGEOUS 3 bed 2 bath @ MARIA HERNANDEZ PARK!! *No fee*,3,3200.0,1/11,brooklyn
AMAZING 2 bed plus HUGE basement @ PRIME BUSHWICK!! **No fee**,2,3200.0,1/11,brooklyn
&& No Fee Bushwick 1BR PH With Huge Private Terrace! &&,1,2550.0,1/11,buschwick
No Fee- 2bed 2 bath Duplex- Crown heights,2,2900.0,1/11,crown heights
🌟 Massive 3 Bedroom Apartment! Prospect Park! King sized room! $2950,3,2950.0,1/11,brooklyn
🌟Awesome 3 bed 2 bath in Prime Bushwick! $3200!,3,3200.0,1/11,buschwick
🌟 Stunning 1 Bedroom apartment W/D in-Unit! $2200,1,2200.0,1/11,other
🌟 Beautiful 2 Bedroom Apartment in Bushwick! $2800!,2,2800.0,1/11,buschwick
🌟Massive Crown Heights 3 bed 2 bath! $3250!,3,3250.0,1/11,crown heights
🌟 Huge Bedstuy 3 Bedroom! $2850,3,2850.0,1/11,bed stuy
🌟 Best 4 Bed on Market! Bushwick L/M Train! $3850,4,3850.0,1/11,buschwick
🌟 2 Bed + Home Office! Prime Bushwick! $3200,2,3200.0,1/11,buschwick
"Luxury 2BR,2Bth$2700,Hardwd,W/D,Terr,Dwntwn",2,2700.0,1/11,other
"Great Value*True 3 bed & 2 bath, Great natural light, lots of closet s",3,2700.0,1/11,crown heights
spacious 3 bedroom 2 Bath in Bushwick No fee,3,3200.0,1/11,buschwick
NEW 2 BEDROOM ARTSY APT PRIVATE BALCONY HEAT AND HOT WATER INCLUDED,2,2750.0,1/11,other
"☀️Beautifully Finished 1BR in Gorgeous Brownstone, blocks from J/Z 👑",1,2650.0,1/11,buschwick
Luxury 1 bed** No Broker fee ** Gym/Laundry room ** private balcony,1,2899.0,1/11,other
"Sun Filled Apartment for Rent, 4 Bedrooms, 2023 (1119J #2)",4,3390.0,1/11,brooklyn
"3 Bed, 2 Bath Williamsburg Apartment with Private Backyard",3,4945.0,1/11,brooklyn
"3 Bed, Bright Sunny Apartment with Big Balcony, Williamsburg (451K #2)",3,4875.0,1/11,other
Magnificent 2 bed/2 Bath Duplex with private terrace in Crown Heights!,2,3000.0,1/11,brooklyn
** GUT RENOVATION ** 3BED ** WASHER/DRYER & DISHWAHSER IN UNIT ** UTIL,3,3650.0,1/11,other
----MASSIVE 1 BED----PRIME ASTORIA-----10 MIN TO MIDTOWN,1,2199.0,1/11,other
-----NO FEE------LUX 1 BED-----WATERFRONT LIC------FULL SERVICE BUILDI,1,3535.0,1/11,other
------->NO FEE------LUXURY DEVELOPMENT 2 BED 1 BATH----WATERFRONT----5,2,5100.0,1/11,other
2 Bed 2 Bath Duplex + Private roofdeck!!! No fre,2,2900.0,1/11,crown heights
1 Bedroom For Rent with Terrace Dishwasher and Microwave Spacious,1,1850.0,1/11,other
Luxury 2 Bed 2 Bath (Convertible 3) with Private Terrace in Upper East,2,7395.0,1/11,other
電梯樓 Elmhurts 74st elevator building 2bed 2bath apartment for rent,2,2500.0,1/11,other
"WOW 4BR 2BA Laundry, Everything! Great Location, MH Park!",4,4199.0,1/11,buschwick
"Beautiful 2 bedroom in prime location, close to all......",2,2700.0,1/11,other
CUTE 3 BEDROOM HOUSE 4 RENT VERY QUIET COUNTRY SETTING,3,1975.0,1/11,other
Spacious 1 Bedroom in Prime Prospect Heights,1,2395.0,1/11,other
CUTE 3 BEDROOM HOUSE 4 RENT VERY QUIET COUNTRY SETTING,3,1975.0,1/11,other
CUTE 3 BEDROOM HOUSE 4 RENT VERY QUIET COUNTRY SETTING,3,1975.0,1/11,other
"Prewar 2BR, Elevator/Laundry Building; Kensington Prospect Park Slope",2,2550.0,1/11,other
CUTE 3 BEDROOM HOUSE 4 RENT VERY QUIET COUNTRY SETTING,3,1975.0,1/11,other
Gorgeous 1237 sq ft 2 bed / 2 bath - Prime location in Elmsford,2,3545.0,1/11,other
No Fee 29th Floor Luxury 2 Bed 2 Bath in the Financial District,2,8295.0,1/11,financial district
No Fee Ultra Luxury 1 Bed 1 Bath in Financial District,1,5540.0,1/11,financial district
Spacious 1 Bedroom with Renovated Kitchen. Across the Street to Prospe,1,2195.0,1/11,other
Huge 1 Bedroom with Laundry in building close to Prospect Park!,1,2295.0,1/11,other
🌟 2 Bed + Home Office! Prime Bushwick! $3200,2,3200.0,1/11,buschwick
Private outdoor space plus laundry 1 Bedroom,1,-1.0,1/11,other
"Don't wait! This spacious 2 bed, 2 bath will go fast! 1237 Sq Ft!",2,3545.0,1/11,other
Beautiful 1BR in Black Rock!! Cypress Apts.,1,1705.0,1/11,other
🌟 Best 4 Bed on Market! Bushwick L/M Train! $3850,4,3850.0,1/11,buschwick
Beautiful 2 Bedroom in Bridgeport! Coleman Apts.,2,1750.0,1/11,other
SLEEK 3 Bed 1 Bath + Balcony,3,2850.0,1/11,other
5 Bedroom 2 Bath Apartment,5,-1.0,1/11,other
No Fee 2 Bed 1 Bath W/D in Unit In Prime Area,2,2400.0,1/11,brooklyn
Bellerose 83Ave/242Street 4BR 2BATH whole house rent $3500,4,3500.0,1/11,other
Newly renovated 3 Bed 1 Bath NO FEE,3,2950.0,1/11,other
Rent Stabalized - Huge Sun-Filled 1 Bed 1 Batg,1,2100.0,1/11,brooklyn
Top floor 1000 sq. ft. floor through 2br in mint condition,2,2500.0,1/11,other
ID:1415354 Renovated 3 Bedroom 2 Bathroom Apartment for Rent,3,2900.0,1/11,other
3 Bed 2 Bath NO FEE,3,3000.0,1/11,brooklyn
Convertible 3 Bedroom Midtown West Manhattan,3,6995.0,1/11,other
"ID: 1415355 Gorgeous 2 Bedroom, 1.5 Bathroom Apartment for Rent",2,2900.0,1/11,other
"$2,150 / 1BR Sponsor Co-op Apts. Luxury Doorman Bldng.",1,2150.0,1/11,other
3 Bed 2 bath 5295 east 5 St East Village Must See * showing now No Fee,3,5295.0,1/11,other
Really large 2 Bedroom across the street from Prospect Park!,2,2575.0,1/11,other
3 Bedroom Duplex for rent,3,2800.0,1/11,other
a Luxery 2 bed room apartment w/open space for rent by owner utilities included,2,3500.0,1/11,brooklyn
2 bedroom apartment on the Upper East Side.,2,3795.0,1/11,other
**LUXURY 2 BED/ 2 BATH APT WITH AMENITIES ADJACENT TO PROSPECT PARK**,2,3500.0,1/11,other
Rare Full Floor 3BR/3BA Home With 2 Balconies & W/D in-unit. NO FEE!,3,9995.0,1/11,other
NEW Spacious 1 Bed Apartment Large Bedroom Flatbush 1904 Nostrand #4C,1,1649.0,1/11,brooklyn
Fabulous 2 bedroom with home office,2,2300.0,1/11,other
East Harlem Jan/Fdeb Sublet - Sunny & Quiet 1 Bedroom Apt,1,2200.0,1/11,other
BEAUTIFUL 3 BED 1 BATH AVAILIBLE NOW!,3,2750.0,1/11,crown heights
Renovated 2Br,2,2500.0,1/11,other
1Br/1Ba Gut-Renovated -A/C -W/Din unit Shared Outdoor Space-Dishwasher,1,2495.0,1/11,buschwick
1 bedroom 1 bath fully renovated bay 44 st,1,1800.0,1/11,other
Brand new 3 bedroom -2 bathrooms- hasa CityFheps,3,3000.0,1/11,other
PRIME AREA STEP TO R TRAIN LARGE RENOVATED 3 BED DISHWASHER,3,3975.0,1/11,other
No Fee 3bed/1bath in Stuy Heights,3,3250.0,1/11,brooklyn
🛑PROSPECT PARK🟢X LARGE 1BR /Balcony/GYM/Laundry/B/Q/2/5Train,1,2399.0,1/11,other
"1, 2, & 3 Bedroom Fully Renovated Apartments",3,2000.0,1/11,other
3 Bed 2 bath NO FEE,3,3200.0,1/11,buschwick
"_____Enjoy New 1 bed Washer/Dryer inc_____Gym, Package Room, Roof Ac",1,3100.0,1/11,other
No Fee 2bed/2bath in Clinton Hill w laundry in unit,2,5000.0,1/11,brooklyn
No Fee 3 bed/2 bath Garden Duplex in Crown Heights,3,3250.0,1/11,brooklyn
Flushing 137Street/Northern Blvd 2BR with balcony:$2500,2,2500.0,1/11,other
No Fee 3 bed/1 bath in a priv 2 family home Crown Heights,3,2550.0,1/11,brooklyn
Flushing 32Ave/Union Street 2BR 2BATH balcony$2600.,2,2600.0,1/11,other
Stunning and MASSIVE 3 bed 2 full bath!!!,3,3250.0,1/11,crown heights
Flushing 34Ave/Union Street large 1br rent  $2300,1,2300.0,1/11,other
Beautiful 1 bed 1 bath  in Bushwick! Back yard access!! Great Location,1,2500.0,1/11,buschwick
Flushing 34Ave/Union Street 3br2bath with balcony $2800,3,2800.0,1/11,other
Flushing 34Ave/Union Street large 2br rent  $2500,2,2500.0,1/11,other
Clinton Hill - Large 2 Bed / 2 Bath - Washer /Dryer - No fee!!,2,4500.0,1/11,other
Flushing 38Ave/Parsons Blvd 2BR 1.5BATH:$2400,2,2400.0,1/11,other
MODERN 4 BED FLAT IN PRIME RIDGEWOOD!! Gorgeous unit with skylights!,4,3675.0,1/11,other
GORGEOUS NEW 2 BED WITH LAUNDRY IN THE UNIT!! large living room,2,2500.0,1/11,other
*NO FEE* 3 Bed 3 Bath Corner Unit | WIC | Pool | Luxury | Hudson Yards,3,10489.0,1/11,other
"$2,500 / 3br - 3 Bedroom with 1 bathroom (Bensonhurst)",3,2500.0,1/11,other
"Beautiful, sunlit 1 Bed 1 bath in Hell's Kitchen",1,2550.0,1/11,other
1 Bed 1 Bath//Laundry// Backyard//dishwasher BUSHWICK!! **NO FEE**,1,2450.0,1/11,buschwick
"No Fee! Prewar 2BR/Conv 3BR, Sep Kit, D/W; Prospect Heights Park Slope",2,3950.0,1/11,other
2 bedroom in new dorp 2nd floor,2,2100.0,1/11,other
BRAND NEW RENOVATED 2 BEDROOM 2ND FLOOR,2,2300.0,1/11,other
Huge 3BR Apt in Washington Heights / New Bathroom!  NO Fee,3,2400.0,1/11,other
Hudson Heights - Huge 2 Bedroom - No Fee - Elevator / Modern Kitchen,2,2550.0,1/11,other
Clinton Avenue - Huge 1BR - Elevator Building - No Fee,1,1495.0,1/11,other
Washington Heights - Elevator!  Beautiful 1BR -  No Fee!,1,1675.0,1/11,other
Mosholu - Large 2BR Apt - Elevator / NO Fee,2,1995.0,1/11,other
3 BED / 1.5 BATH! VERY LARGE DUPLEX FOR A GREAT PRICE,3,3400.0,1/11,buschwick
"NO FEE 2 BEDS,2BATHS,W/D IN UNIT,DOORMAN,GYM,DOORMAN,ELEVATOR,BIKE ROO",2,6400.0,1/11,other
Huge 3 bedroom Near Bronx Border,3,2091.0,1/11,other
Gorgeous 2Bed/1Bath with brand new kitchen! Prime Prospect Heights,2,2995.0,1/11,other
Beautiful Large 1Bed/1Bath apartment in PRIME Prospect Heights!,1,2395.0,1/11,other
🌟 Huge Bedstuy 3 Bedroom! $2850,3,2850.0,1/11,bed stuy
🌟Massive Crown Heights 3 bed 2 bath! $3250!,3,3250.0,1/11,crown heights
🌟 Beautiful 2 Bedroom Apartment in Bushwick! $2800!,2,2800.0,1/11,buschwick
🌟 Stunning 1 Bedroom apartment W/D in-Unit! $2200,1,2200.0,1/11,other
🌟Awesome 3 bed 2 bath in Prime Bushwick! $3200!,3,3200.0,1/11,buschwick
🌟 Massive 3 Bedroom Apartment! Prospect Park! King sized room! $2950,3,2950.0,1/11,brooklyn
2 Bedroom Luxury Apartment with Stunning Panoramic Views,2,7250.0,1/11,other
*Spacious 2 Bedroom_Laundry_Elevator!,2,4895.0,1/11,other
Large Ground Floor 2 Bedroom Apartment For HASA,2,2450.0,1/11,other
"Humongous 2Bed/1Bath in prime Prospect Park South! B,Q Trains",2,2575.0,1/11,other
Beautiful 3 Bedroom Duplex located in Spring Creek/ Starrett City,3,3400.0,1/11,brooklyn
Great 1 bedroom apartment,1,1300.0,1/11,other
3 Bedroom Apt,3,1700.0,1/11,other
"Beautiful 1Bed/1Bath Right by prospect park! Steps to the B,Q Trains!",1,2195.0,1/11,other
"3 bedroom apartment in Bushwick, prime location",3,3000.0,1/11,buschwick
AMAZING 2 bed plus HUGE basement @ PRIME BUSHWICK!! **No fee**,2,3200.0,1/11,brooklyn
GORGEOUS 3 bed 3 bath @ GREENWOOD!! W/D in unit,3,3400.0,1/11,brooklyn
Large 1BR in Prospect Heights Steps to Grand Army Plaza & Park,1,2395.0,1/11,other
HUGE GORGEOUS 3 bed 2 bath @ MARIA HERNANDEZ PARK!! *No fee*,3,3200.0,1/11,brooklyn
*Sun soaked*1 BED_Elevator_Laundry_Gym_Rooftop_Pets OK!,1,3590.0,1/11,other
Modern 2 bedroom Apartment,2,2750.0,1/11,brooklyn
2br in prime location,2,3000.0,1/11,bed stuy
Beautiful 3 bedroom apartment with 1.5 baths in Bed-Stuy.,3,3200.0,1/11,bed stuy
Beautiful 2.5 bedroom apartment with modern finishes,5,2900.0,1/11,buschwick
Large 1br with balcony,1,3250.0,1/11,bed stuy
Spacious 3 bed - 1 bath plus extra space for a home office.,3,3200.0,1/11,crown heights
Beautiful 3 bedroom and 1 bath. Modern appliances with orange accents.,3,3199.0,1/11,buschwick
Lovely 2 bedroom duplex apartment with a big open basement,2,3199.0,1/11,crown heights
Modern 3 bedroom 1.5 bath apartment in the heart of Bed Stuy!,3,3199.0,1/11,bed stuy
"1 Bed / 1 Bath in Bushwick, Brooklyn. Pets Upon Approval.",1,2860.0,1/11,buschwick
"Spacious 3 Bedroom with hardwood floors, high ceilings,",3,2850.0,1/11,crown heights
2bed apartment in building with all the bells and whistles.,2,3250.0,1/11,bed stuy
Brand new 4/5 bed duplex unit! Recently renovated with tons of natural,5,2900.0,1/11,buschwick
**LUXURY 2 BED/ 2 BATH APT WITH AMENITIES ADJACENT TO PROSPECT PARK**,2,3500.0,1/11,other
Spacious 1 bedroom Duplex in Crown Heights,1,2500.0,1/11,brooklyn
BRAND NEW RENOVATED  Luxury Woodside 3 Bed 1 Bath,3,3000.0,1/11,other
3 Bedroom in Prime Bushwick! Feb 1st or asap move in!,3,3500.0,1/11,brooklyn
2 Bed 2 Bath Duplex + Private roofdeck!!! No fre,2,2900.0,1/11,crown heights
Rent stablized Huge & Spacious 2 Bed 1 Bath Apt,2,2529.0,1/11,buschwick
3 Bed 2 Bath NO FEE,3,3200.0,1/11,brooklyn
"2BR, Freshly Painted in Rye Neck School District",2,2250.0,1/11,other
Backyard! 3 Bedroom plus large basement 1.5 bath right off Seneca M train.,3,3157.0,1/11,brooklyn
Washer and dry in unit - 4 Bedroom in prime bushwick!,4,4300.0,1/11,brooklyn
Super spacious 2 bed/1 bath with tall ceilings at the Bed-Stuy / Clinton Hill Bo,2,3100.0,1/11,brooklyn
LARGE NEW 3 BEDROOM 2 BATHROOMS. HASA WELCOME,3,3200.0,1/11,other
